abajo;abaj
quitado;quit
quitan;quit
quitar;quit
quitarle;quit
quitarme;quit
quitaron;quit
quitarse;quit
quitarte;quitart
quitaré;quit
quitas;quit
quite;quit
quiten;quit
quites;quit
quito;quit
quité;quit
quitó;quit
quiza;quiz
quizas;quiz
quizá;quiz
quizás;quizas
quién;quien
quiénes;quien
qué;que
quédate;quedat
quédense;quedens
quédese;quedes
química;quimic
químico;quimic
químicos;quimic
quítale;quital
quítame;quitam
quítate;quitat
quítense;quitens
quítese;quites
rabia;rabi
rabino;rabin
radar;rad
radiación;radiacion
radio;radi
rama;ram
ramas;ram
ramera;ramer
ramos;ram
ramón;ramon
rana;ran
rancho;ranch
rango;rang
rapido;rap
rara;rar
raras;rar
raro;rar
raros;rar
rasguño;rasguñ
rastrear;rastr
rastreo;rastre
rastro;rastr
rastros;rastr
rata;rat
ratas;rat
rato;rat
ratones;raton
ratón;raton
raya;ray
rayo;ray
rayos;ray
raza;raz
razonable;razon
razones;razon
razón;razon
raíces;raic
reaccionar;reaccion
reacción;reaccion
reales;real
realeza;realez
realidad;realid
realista;realist
realizado;realiz
realizar;realiz
realmente;realment
rebelde;rebeld
rebeldes;rebeld
rebelión;rebelion
recado;rec
recepción;recepcion
receta;recet
rechazado;rechaz
rechazar;rechaz
rechazo;rechaz
reciba;recib
recibe;recib
reciben;recib
recibes;recib
recibido;recib
recibiendo;recib
recibieron;recib
recibimos;recib
recibir;recib
recibirá;recib
recibirán;recib
recibirás;recib
recibiste;recib
recibió;recib
recibo;recib
recibí;recib
reciente;recient
recientemente;recient
recientes;recient
recién;recien
reclamar;reclam
recoge;recog
recoger;recog
recogeré;recog
recogiendo;recog
recogió;recog
recoja;recoj
recomendación;recomend
recomiendo;recom
recompensa;recompens
recompensas;recompens
reconoce;reconoc
reconocer;reconoc
reconoces;reconoc
reconocido;reconoc
reconocimiento;reconoc
reconocí;reconoc
reconozco;reconozc
reconstruir;reconstru
recordaba;record
recordado;record
recordando;record
recordar;record
recordarlo;record
recordarte;recordart
recordará;record
recordaré;record
recorrer;recorr
recorrido;recorr
recta;rect
recto;rect
recuerda;recuerd
recuerdan;recuerd
recuerdas;recuerd
recuerde;recuerd
recuerden;recuerd
recuerdes;recuerd
recuerdo;recuerd
recuerdos;recuerd
recupera;recuper
recuperación;recuper
recuperado;recuper
recuperar;recuper
recuperarlo;recuper
recupere;recuper
recursos;recurs
redonda;redond
reduce;reduc
reducir;reduc
reemplazar;reemplaz
reemplazo;reemplaz
referencia;referent
refería;ref
refiere;refier
refieres;refier
refiero;refier
reflejo;reflej
reflejos;reflej
refresco;refresc
refrigerador;refriger
refuerzos;refuerz
refugiados;refugi
refugio;refugi
regalo;regal
regalos;regal
regaló;regal
regan;reg
regimiento;regimient
registrado;registr
registrar;registr
registro;registr
registros;registr
región;region
regla;regl
reglas;regl
regresa;regres
regresado;regres
regresamos;regres
regresan;regres
regresando;regres
regresar;regres
regresaremos;regres
regresaron;regres
regresará;regres
regresaré;regres
regresas;regres
regresaste;regres
regrese;regres
regresemos;regres
regresen;regres
regreses;regres
regreso;regres
regresé;regres
regresó;regres
regular;regul
rehabilitación;rehabilit
rehenes;rehen
rehén;rehen
reina;rein
reino;rein
reinos;rein
rejas;rej
relacionado;relacion
relaciones;relacion
relación;relacion
relajarme;relaj
relajarte;relajart
relajate;relajat
relato;relat
religiosa;religi
religioso;religi
religión;religion
reliquia;reliqui
relojes;reloj
relájate;relajat
relájese;relajes
remedio;remedi
remolque;remolqu
remoto;remot
rendir;rend
rendirse;rend
reno;ren
renta;rent
renuncia;renunci
renunciar;renunci
renuncio;renunci
reparaciones;repar
reparar;repar
reparto;repart
repente;repent
repetir;repet
repita;repit
repite;repit
repito;repit
reportaje;reportaj
reportar;report
reporte;report
reportera;reporter
reportero;reporter
reporteros;reporter
reportes;report
representa;represent
representante;represent
representar;represent
represento;represent
repugnante;repugn
reputación;reput
república;republ
requiere;requier
resaca;resac
rescatar;rescat
rescate;rescat
reserva;reserv
reservado;reserv
reservas;reserv
resfriado;resfri
residencia;resident
residente;resident
residentes;resident
resiste;res
resistencia;resistent
resistir;resist
resolver;resolv
resolverlo;resolv
respecto;respect
respeta;respet
respetable;respet
respetado;respet
respetar;respet
respeto;respet
respira;respir
respiración;respir
respirando;respir
respirar;respir
respire;respir
respiro;respir
responda;respond
respondan;respond
responde;respond
responden;respond
responder;respond
respondes;respond
respondió;respond
responsabilidad;respons
responsabilidades;respons
responsable;respons
responsables;respons
respuesta;respuest
respuestas;respuest
respóndeme;respondem
restaurante;restaur
restaurantes;restaur
resto;rest
restos;rest
resuelto;resuelt
resulta;result
resultado;result
resultados;result
resultar;result
resultó;result
resumen;resum
resurrección;resurreccion
retaguardia;retaguardi
retardado;retard
retira;retir
retirada;retir
retirado;retir
retirar;retir
retirarme;retir
retirarse;retir
retire;retir
retiro;retir
retiró;retir
reto;ret
retorno;retorn
retrasado;retras
retraso;retras
retrato;retrat
retrete;retret
retrocedan;retroced
retrocede;retroced
retroceder;retroced
retírense;retirens
reunido;reun
reuniones;reunion
reunir;reun
reuniremos;reun
reunirse;reun
reunión;reunion
revancha;revanch
revela;revel
revelado;revel
revelar;revel
reventar;revent
reverendo;reverend
revisa;revis
revisado;revis
revisando;revis
revisar;revis
revisaré;revis
revise;revis
revisen;revis
revisión;revision
revista;revist
revistas;revist
revisé;revis
revolución;revolu
revés;reves
revólver;revolv
reyes;rey
reza;rez
rezando;rez
rezar;rez
rezo;rez
reír;reir
reúne;reun
rica;ric
rico;ric
ricos;ric
ridícula;ridicul
ridículo;ridicul
riendo;riend
riesgo;riesg
riesgos;riesg
rifle;rifl
rifles;rifl
rincón;rincon
rindas;rind
rindo;rind
ringo;ring
riqueza;riquez
riquezas;riquez
risa;ris
rita;rit
ritmo;ritm
rituales;ritual
riñones;riñon
riñón;riñon
roba;rob
robada;rob
robado;rob
robados;rob
robamos;rob
roban;rob
robando;rob
robar;rob
robarle;rob
robarme;rob
robaron;rob
robaste;rob
robe;rob
roble;robl
robo;rob
robos;rob
robé;rob
robó;rob
robótica;robot
roca;roc
rocas;roc
rodaje;rodaj
rodando;rod
rodar;rod
rodea;rode
rodeada;rod
rodeado;rod
rodeados;rod
rodilla;rodill
rodillas;rodill
roja;roj
rojas;roj
rojo;roj
rojos;roj
rollo;roll
roman;rom
romana;roman
romance;romanc
romano;roman
romanos;roman
romeo;rome
rompa;romp
rompan;romp
rompe;romp
rompen;romp
romper;romp
romperé;romp
rompiendo;romp
rompieron;romp
rompimos;romp
rompiste;romp
rompió;romp
rompo;romp
rompí;romp
romántica;romant
romántico;romant
ronda;rond
ropa;rop
ropas;rop
rosa;ros
rosas;ros
rostro;rostr
rostros;rostr
rota;rot
rotas;rot
roto;rot
rotos;rot
rubia;rubi
rubio;rubi
rudo;rud
rueda;rued
ruedas;rued
ruego;rueg
ruido;ruid
ruidos;ruid
ruina;ruin
ruinas;ruin
rumbo;rumb
rumores;rumor
ruptura;ruptur
rusa;rus
rusia;rusi
ruso;rus
rusos;rus
ruta;rut
rutas;rut
rutina;rutin
rápida;rap
rápidamente;rapid
rápido;rap
rápidos;rap
récord;record
régimen;regim
ríe;rie
ríen;rien
ríes;ries
río;rio
sabe;sab
sabemos;sab
saben;sab
saber;sab
saberlo;sab
sabes;sab
sabia;sabi
sabias;sabi
sabido;sab
sabiduría;sabidur
sabiendo;sab
sabio;sabi
sable;sabl
sabremos;sabr
sabrá;sabr
sabrán;sabran
sabrás;sabras
sabré;sabr
sabría;sabr
sabrías;sabr
sabéis;sab
sabés;sabes
sabía;sab
sabíamos;sab
sabían;sab
sabías;sab
saca;sac
sacado;sac
sacamos;sac
sacan;sac
sacando;sac
sacar;sac
sacaremos;sac
sacarla;sac
sacarle;sac
sacarlo;sac
sacarlos;sac
sacarme;sac
sacarnos;sac
sacaron;sac
sacarte;sacart
sacará;sac
sacaré;sac
sacas;sac
sacaste;sac
sacerdote;sacerdot
sacerdotes;sacerdot
saco;sac
sacrificar;sacrific
sacrificio;sacrifici
sacrificios;sacrifici
sacó;sac
sagrada;sagr
sagrado;sagr
sajones;sajon
sake;sak
sala;sal
salario;salari
salas;sal
salchicha;salchich
salchichas;salchich
saldremos;saldr
saldrá;saldr
saldrán;saldran
saldrás;saldras
saldré;saldr
saldría;saldr
sale;sal
salen;sal
sales;sal
salga;salg
salgamos;salg
salgan;salg
salgas;salg
salgo;salg
salida;sal
salidas;sal
salido;sal
saliendo;sal
saliera;sal
salieron;sal
salimos;sal
salio;sali
salir;sal
saliste;sal
salió;sal
salmón;salmon
salsa;sals
salta;salt
saltando;salt
saltar;salt
salte;salt
salto;salt
saltó;salt
saluda;salud
saludable;salud
saludar;salud
saludo;salud
saludos;salud
salva;salv
salvación;salvacion
salvado;salv
salvaje;salvaj
salvajes;salvaj
salvando;salv
salvar;salv
salvarla;salv
salvarlo;salv
salvarme;salv
salvarte;salvart
salvará;salv
salvaste;salv
salvavidas;salvav
salve;salv
salvo;salv
salvé;salv
salvó;salv
salí;sal
salía;sal
salón;salon
sana;san
sangra;sangr
sangrando;sangr
sangrar;sangr
sangre;sangr
sangriento;sangrient
sanguínea;sanguine
sano;san
santa;sant
santo;sant
santos;sant
santuario;santuari
saque;saqu
saquen;saqu
saques;saqu
saqué;saqu
sarcófago;sarcofag
sargento;sargent
satanás;satanas
satisfacción;satisfaccion
satisfacer;satisfac
satisfecha;satisfech
satisfecho;satisfech
sato;sat
saturación;satur
satélite;satelit
satélites;satelit
saudita;saudit
sauditas;saudit
seamos;seam
seca;sec
sección;seccion
seco;sec
secreta;secret
secretaria;secretari
secretario;secretari
secretas;secret
secreto;secret
secretos;secret
secuencia;secuenci
secuestrada;secuestr
secuestrado;secuestr
secuestrador;secuestr
secuestradores;secuestr
secuestro;secuestr
secundaria;secundari
secundario;secundari
secundarios;secundari
seda;sed
sede;sed
seguida;segu
seguidas;segu
seguido;segu
seguidores;seguidor
seguidos;segu
seguimos;segu
seguir;segu
seguiremos;segu
seguirme;segu
seguirá;segu
seguirán;segu
seguirás;segu
seguiré;segu
seguiría;segu
seguiste;segu
segunda;segund
segundo;segund
segundos;segund
segura;segur
seguramente;segur
seguras;segur
seguridad;segur
seguro;segur
seguros;segur
seguí;segu
seguía;segu
según;segun
selección;seleccion
sello;sell
selva;selv
semana;seman
semanas;seman
semejante;semej
semestre;semestr
semilla;semill
semillas;semill
senado;sen
senadora;senador
sencilla;sencill
sencillamente;sencill
sencillo;sencill
sendero;sender
senos;sen
sensación;sensacion
sensibilidad;sensibil
sensible;sensibl
sensores;sensor
sentada;sent
sentado;sent
sentados;sent
sentamos;sent
sentar;sent
sentarme;sent
sentarnos;sent
sentarse;sent
sentarte;sentart
sentencia;sentenci
sentido;sent
sentidos;sent
sentimiento;sentimient
sentimientos;sentimient
sentimos;sent
sentir;sent
sentirlo;sent
sentirme;sent
sentirse;sent
sentirte;sentirt
sentirá;sent
sentirás;sent
sentiría;sent
sentiste;sent
sentí;sent
sentía;sent
sentó;sent
sepa;sep
sepamos;sep
sepan;sep
separación;separ
separado;separ
separados;separ
separamos;separ
separar;separ
separarnos;separ
separe;separ
sepas;sep
septiembre;septiembr
sepárense;separens
sera;ser
seran;ser
seras;ser
sere;ser
seremos;ser
seres;ser
seria;seri
seriamente;seri
serias;seri
serie;seri
series;seri
serio;seri
serios;seri
serlo;serl
sermón;sermon
serpiente;serpient
serpientes;serpient
servicio;servici
servicios;servici
servido;serv
servir;serv
servirle;serv
servirá;serv
serviría;serv
será;ser
serán;seran
serás;seras
seré;ser
sería;ser
seríamos;ser
serían;ser
serías;ser
sesenta;sesent
sesiones;sesion
sesión;sesion
sesos;ses
setenta;setent
sexo;sex
sexto;sext
sexuales;sexual
sexualmente;sexual
señales;señal
señora;señor
señoras;señor
señores;señor
señorita;señorit
señoritas;señorit
señoría;señor
señuelo;señuel
sida;sid
sido;sid
siempre;siempr
siendo;siend
sienta;sient
sientan;sient
sientas;sient
sientate;sientat
siente;sient
sienten;sient
sientes;sient
siento;sient
sierra;sierr
siesta;siest
siete;siet
siga;sig
sigamos;sig
sigan;sig
sigas;sig
siglo;sigl
siglos;sigl
significa;signif
significaba;signific
significado;signific
significan;signific
significar;signific
significaría;signific
signifique;signifiqu
signo;sign
signos;sign
sigo;sig
sigue;sig
siguen;sig
sigues;sig
siguiendo;sigu
siguiente;siguient
siguientes;siguient
siguieron;sigu
siguió;sigu
silencio;silenci
silencioso;silenci
silla;sill
sillas;sill
sillón;sillon
similar;simil
similares;similar
simio;simi
simple;simpl
simplemente;simplement
simples;simpl
simpática;simpat
simpático;simpat
simulación;simul
simón;simon
sincera;sincer
sinceramente;sincer
sincero;sincer
sincronizado;sincroniz
sindicato;sindicat
sino;sin
sintiendo;sint
sintió;sint
siquiera;siqu
sirena;siren
sirva;sirv
sirve;sirv
sirven;sirv
sirves;sirv
sirviendo;sirv
sirvienta;sirvient
sirviente;sirvient
sirvientes;sirvient
sirvió;sirv
sirvo;sirv
sistema;sistem
sistemas;sistem
sitio;siti
sitios;siti
situaciones;situacion
situación;situacion
siéntate;sientat
siéntense;sientens
siéntese;sientes
soborno;soborn
sobra;sobr
sobre;sobr
sobrevivido;sobreviv
sobreviviente;sobrevivient
sobrevivientes;sobrevivient
sobrevivir;sobreviv
sobrevivirá;sobreviv
sobrevivió;sobreviv
sobrina;sobrin
sobrino;sobrin
sociales;social
sociedad;socied
socio;soci
socios;soci
socorro;socorr
soda;sod
software;softwar
sofá;sof
soga;sog
sola;sol
solamente;sol
solar;sol
solas;sol
soldado;sold
soldados;sold
soledad;soled
solicita;solicit
solicito;solicit
solitaria;solitari
solitario;solitari
solo;sol
solos;sol
soltar;solt
soltera;solter
soltero;solter
solteros;solter
soltó;solt
solucionar;solucion
solución;solucion
solía;sol
solíamos;sol
solían;sol
sombra;sombr
sombras;sombr
sombrero;sombrer
sombreros;sombrer
somos;som
sonaba;son
sonando;son
sonar;son
sonda;sond
sonido;son
sonidos;son
sonreír;sonreir
sonriendo;sonr
sonrisa;sonris
sonrían;sonr
sonríe;sonri
sonó;son
sopa;sop
sopla;sopl
soplón;soplon
soporta;soport
soportar;soport
soportarlo;soport
soporte;soport
soporto;soport
sordo;sord
sorprende;sorprend
sorprendente;sorprendent
sorprendería;sorprend
sorprendida;sorprend
sorprendido;sorprend
sorprendió;sorprend
sorpresa;sorpres
sorpresas;sorpres
sospecha;sospech
sospechas;sospech
sospecho;sospech
sospechosa;sospech
sospechoso;sospech
sospechosos;sospech
sostener;sosten
sostiene;sostien
sostén;sosten
soñaba;soñ
soñado;soñ
soñando;soñ
soñar;soñ
soñé;soñ
suave;suav
suavemente;suavement
suaves;suav
suba;sub
suban;sub
sube;sub
suben;sub
subes;sub
subido;sub
subiendo;sub
subimos;sub
subir;sub
subiré;sub
subió;sub
submarino;submarin
submarinos;submarin
subo;sub
subterráneo;subterrane
subtitulado;subtitul
subtitulos;subtitul
subtítulos;subtitul
suburbios;suburbi
subí;sub
succión;succion
suceda;suced
sucede;suced
suceden;suced
suceder;suced
sucederá;suced
sucedería;suced
sucedido;suced
sucediendo;suced
sucediera;suced
sucedió;suced
suceso;suces
sucesos;suces
sucia;suci
sucias;suci
suciedad;sucied
sucio;suci
sucios;suci
sudando;sud
suegra;suegr
sueldo;sueld
suele;suel
suelen;suel
suelo;suel
suelta;suelt
suelte;suelt
suelten;suelt
sueltes;suelt
suelto;suelt
sueltos;suelt
suena;suen
suenas;suen
suene;suen
suero;suer
suerte;suert
sueña;sueñ
sueño;sueñ
sueños;sueñ
suficiente;suficient
suficientemente;suficient
suficientes;suficient
sufre;sufr
sufrido;sufr
sufriendo;sufr
sufrimiento;sufrimient
sufrir;sufr
sufrió;sufr
sugerencia;sugerent
sugerir;suger
sugiere;sugier
sugieres;sugier
sugiero;sugier
sugiriendo;sugir
sugirió;sugir
suicida;suic
suicidarse;suicid
suicidio;suicidi
suicidó;suicid
suite;suit
suiza;suiz
sujeta;sujet
sujeto;sujet
sujetos;sujet
sujétate;sujetat
sujétense;sujetens
suma;sum
sumamente;sum
suministro;suministr
suministros;suministr
sumo;sum
supe;sup
super;sup
superado;super
superar;super
superarlo;super
superficie;superfici
superhéroe;superhero
superhéroes;superher
superiores;superior
supermercado;supermerc
supervisión;supervision
supervivencia;supervivent
supiera;sup
supieran;sup
supieras;sup
supiste;sup
suplico;suplic
supo;sup
supone;supon
suponer;supon
supongamos;supong
supongo;supong
suponía;supon
suprema;suprem
supremo;suprem
supuestamente;supuest
supuesto;supuest
supuse;supus
surgió;surg
suspendido;suspend
sustancia;sustanci
sustituto;sustitut
susto;sust
suya;suy
suyas;suy
suyo;suy
suyos;suy
suéltala;sueltal
suéltalo;sueltal
suéltame;sueltam
suélteme;sueltem
suéltenme;sueltenm
suéter;suet
sábado;sab
sábados;sab
sábanas;saban
sácala;sacal
sácalo;sacal
sácame;sacam
sádico;sadic
sálvame;salvam
sándwich;sandwich
sáquenlo;saquenl
sáquenme;saquenm
sé;se
séptimo;septim
sí;si
sígame;sigam
síganme;siganm
sígueme;siguem
símbolo;simbol
símbolos;simbol
síndrome;sindrom
síntomas;sintom
sólido;sol
sólo;sol
sótano;sotan
súbete;subet
súper;sup
tabaco;tabac
taberna;tabern
tabla;tabl
tablero;tabler
taco;tac
tacto;tact
tailandia;tailandi
talento;talent
talentos;talent
talentoso;talent
tales;tal
talla;tall
taller;tall
tamaño;tamañ
tambien;tambi
también;tambien
tampoco;tampoc
tango;tang
tanque;tanqu
tanques;tanqu
tanta;tant
tantas;tant
tanto;tant
tantos;tant
tapa;tap
taquicardia;taquicardi
tarado;tar
tarda;tard
tardar;tard
tardará;tard
tardaré;tard
tardaste;tard
tarde;tard
tardes;tard
tarea;tare
tareas;tar
tarjeta;tarjet
tarjetas;tarjet
tarta;tart
tatuaje;tatuaj
taxista;taxist
taza;taz
teatro;teatr
techo;tech
tecnología;tecnolog
tejado;tej
tejido;tej
tela;tel
tele;tel
telefono;telefon
telefónica;telefon
telegrama;telegram
televisión;television
teléfono;telefon
teléfonos;telefon
tema;tem
temas;tem
temblando;tembl
teme;tem
temen;tem
temer;tem
temes;tem
temible;temibl
temo;tem
temperatura;temperatur
templarios;templari
templo;templ
temporada;tempor
temprano;tempran
temía;tem
tendra;tendr
tendras;tendr
tendremos;tendr
tendrá;tendr
tendrán;tendran
tendrás;tendras
tendré;tendr
tendría;tendr
tendríamos;tendr
tendrían;tendr
tendrías;tendr
tenemos;ten
tener;ten
tenerla;ten
tenerlo;ten
tenerlos;ten
tenerme;ten
tenerte;tenert
tenga;teng
tengamos;teng
tengan;teng
tengas;teng
tengo;teng
tenia;teni
teniamos;teni
tenias;teni
tenido;ten
teniendo;ten
teniente;tenient
tensa;tens
tensión;tension
tenso;tens
tentación;tentacion
tenéis;ten
tenés;tenes
tenía;ten
teníamos;ten
tenían;ten
tenías;ten
teoría;teor
teorías;teor
tequila;tequil
terapeuta;terapeut
terapia;terapi
tercer;terc
tercera;tercer
tercero;tercer
teresa;teres
termina;termin
terminada;termin
terminado;termin
terminamos;termin
terminan;termin
terminando;termin
terminar;termin
terminarlo;termin
terminaron;termin
terminará;termin
terminaré;termin
terminaría;termin
terminas;termin
terminaste;termin
termine;termin
terminemos;termin
terminen;termin
termines;termin
termino;termin
terminé;termin
terminó;termin
terremoto;terremot
terreno;terren
terrestre;terrestr
terrible;terribl
terriblemente;terribl
terribles;terribl
territorio;territori
terrorismo;terror
terrorista;terror
terroristas;terror
tesoro;tesor
tesoros;tesor
testamento;testament
testificar;testific
testigo;testig
testigos;testig
testimonio;testimoni
testículos;testicul
tetas;tet
texto;text
tiburones;tiburon
tiburón;tiburon
tiempo;tiemp
tiempos;tiemp
tienda;tiend
tiendas;tiend
tiene;tien
tienen;tien
tienes;tien
tierno;tiern
tierra;tierr
tierras;tierr
tigre;tigr
tigres;tigr
tijeras;tijer
timbre;timbr
times;tim
timón;timon
tina;tin
tinieblas;tiniebl
tinta;tint
tipo;tip
tipos;tip
tira;tir
tirado;tir
tirando;tir
tirano;tiran
tirar;tir
tiras;tir
tiraste;tir
tire;tir
tiren;tir
tires;tir
tiro;tir
tiros;tir
tiroteo;tirote
tiré;tir
tiró;tir
tito;tit
toalla;toall
toallas;toall
tobillo;tobill
toca;toc
tocaba;toc
tocado;toc
tocan;toc
tocando;toc
tocar;toc
tocarlo;toc
tocarme;toc
tocarte;tocart
tocas;toc
tocino;tocin
toco;toc
tocó;toc
toda;tod
todas;tod
todavia;todavi
todavía;todav
todo;tod
todopoderoso;todopoder
todos;tod
tolerar;toler
toma;tom
tomaba;tom
tomada;tom
tomado;tom
tomamos;tom
toman;tom
tomando;tom
tomar;tom
tomara;tom
tomaremos;tom
tomarle;tom
tomarlo;tom
tomarme;tom
tomaron;tom
tomarse;tom
tomarte;tomart
tomará;tom
tomarás;tom
tomaré;tom
tomaría;tom
tomas;tom
tomaste;tom
tomate;tomat
tome;tom
tomemos;tom
tomen;tom
tomes;tom
tomo;tom
tomografía;tomograf
tomé;tom
tomó;tom
toneladas;tonel
tono;ton
tonta;tont
tontas;tont
tontería;tont
tonterías;tont
tonto;tont
tontos;tont
tope;top
toque;toqu
toquen;toqu
toques;toqu
toqué;toqu
tormenta;torment
tormentas;torment
tornado;torn
torneo;torne
torno;torn
toro;tor
torpe;torp
torpedos;torped
torre;torr
torres;torr
torta;tort
tortuga;tortug
tortura;tortur
totalmente;total
trabaja;trabaj
trabajaba;trabaj
trabajaban;trabaj
trabajado;trabaj
trabajador;trabaj
trabajadora;trabaj
trabajadores;trabaj
trabajamos;trabaj
trabajan;trabaj
trabajando;trabaj
trabajar;trabaj
trabajas;trabaj
trabaje;trabaj
trabajo;trabaj
trabajos;trabaj
trabajé;trabaj
trabajó;trabaj
tradición;tradicion
traducción;traduccion
traducido;traduc
trae;tra
traen;tra
traer;tra
traerla;tra
traerle;tra
traerlo;tra
traerme;tra
traerte;traert
traerá;tra
traeré;tra
traes;tra
traficante;trafic
traficantes;trafic
tragar;trag
tragedia;tragedi
trago;trag
tragos;trag
traicionado;traicion
traicionaste;traicion
traicionó;traicion
traición;traicion
traido;tra
traidores;traidor
traiga;traig
traigan;traig
traigas;traig
traigo;traig
traje;traj
trajes;traj
trajimos;traj
trajiste;traj
trajo;traj
tramando;tram
trampa;tramp
trampas;tramp
tranquila;tranquil
tranquilidad;tranquil
tranquilo;tranquil
tranquilos;tranquil
tranquilízate;tranquilizat
transbordador;transbord
transferencia;transferent
transilvania;transilvani
transmisión;transmision
transmitir;transmit
transplante;transplant
transporte;transport
tranvía;tranv
trasera;traser
trasero;traser
traseros;traser
traslado;trasl
trata;trat
trataba;trat
tratado;trat
tratamiento;tratamient
tratamos;trat
tratan;trat
tratando;trat
tratar;trat
tratara;trat
trataron;trat
trataré;trat
tratas;trat
trataste;trat
trate;trat
traten;trat
trates;trat
trato;trat
tratos;trat
traté;trat
trató;trat
trauma;traum
través;traves
trayectoria;trayectori
trayendo;trayend
traía;tra
traído;traid
trece;trec
tregua;tregu
treinta;treint
tremenda;tremend
tremendo;tremend
trenes;tren
trineo;trine
tripas;trip
triple;tripl
tripulación;tripul
triste;trist
tristes;trist
tristeza;tristez
triunfo;triunf
triángulo;triangul
trofeo;trofe
trompeta;trompet
tronco;tronc
trono;tron
tropa;trop
tropas;trop
troya;troy
troyanos;troyan
trozo;troz
trozos;troz
truco;truc
trucos;truc
trueno;truen
tráela;trael
tráelo;trael
tráeme;traem
tráfico;trafic
trágico;tragic
tráiganlo;traiganl
tránsito;transit
tubería;tub
tuberías;tub
tubo;tub
tubos;tub
tumba;tumb
tumbas;tumb
turbulencia;turbulent
turcos;turc
turista;turist
turistas;turist
turno;turn
turnos;turn
tuve;tuv
tuviera;tuv
tuvieran;tuv
tuvieras;tuv
tuvieron;tuv
tuviese;tuv
tuvimos;tuv
tuviste;tuv
tuviéramos;tuv
tuvo;tuv
tuya;tuy
tuyas;tuy
tuyo;tuy
tuyos;tuy
táctica;tactic
tácticas;tactic
té;te
técnica;tecnic
técnicamente;tecnic
técnicas;tecnic
técnico;tecnic
técnicos;tecnic
término;termin
términos;termin
tí;ti
tía;tia
tímida;tim
tímido;tim
tío;tio
tíos;tios
típica;tipic
típico;tipic
título;titul
tómala;tomal
tómalo;tomal
tómate;tomat
tórax;torax
tóxico;toxic
tú;tu
túnel;tunel
túneles;tunel
ubicación;ubic
ultima;ultim
ultimamente;ultim
ultimo;ultim
unica;unic
unico;unic
unidad;unid
unidades;unidad
unidas;unid
unido;unid
unidos;unid
uniforme;uniform
uniformes;uniform
unirse;unirs
unirte;unirt
universidad;univers
universitario;universitari
universo;univers
unió;uni
unión;union
urgencia;urgenci
urgencias;urgenci
urgente;urgent
usaba;usab
usada;usad
usado;usad
usamos;usam
usando;usand
usaremos;usar
usarla;usarl
usarlo;usarl
usará;usar
usaré;usar
usaría;usar
usaste;usast
ustedes;usted
usualmente;usual
usé;use
usó;uso
utiliza;utiliz
utilizado;utiliz
utilizando;utiliz
utilizar;utiliz
vaca;vac
vacaciones;vacacion
vacas;vac
vacía;vac
vacías;vac
vacío;vaci
vacíos;vaci
vagabundo;vagabund
vagina;vagin
vago;vag
vagón;vagon
vainilla;vainill
vale;val
valen;val
valentía;valent
vales;val
valga;valg
valiente;valient
valientes;valient
valiosa;valios
valioso;valios
valió;val
valla;vall
valle;vall
valores;valor
valía;val
vamonos;vamon
vamos;vam
vampiro;vampir
vampiros;vampir
vano;van
vaquero;vaquer
vaqueros;vaquer
vara;var
variar;vari
varias;vari
varios;vari
varón;varon
vaso;vas
vasos;vas
vaticano;vatican
vaya;vay
vayamos;vay
vayan;vay
vayas;vay
veamos;veam
veces;vec
vecina;vecin
vecindario;vecindari
vecino;vecin
vecinos;vecin
vegas;veg
vehículo;vehicul
vehículos;vehicul
veinte;veint
vela;vel
velada;vel
velas;vel
velo;vel
velocidad;veloc
vemos;vem
vena;ven
venas;ven
vencer;venc
vencido;venc
venda;vend
vendas;vend
vende;vend
venden;vend
vender;vend
venderlo;vend
vendes;vend
vendido;vend
vendiendo;vend
vendiste;vend
vendió;vend
vendo;vend
vendrá;vendr
vendrán;vendran
vendrás;vendras
vendré;vendr
vendría;vendr
vendrían;vendr
vendrías;vendr
vendí;vend
venecia;veneci
veneno;venen
venga;veng
vengan;veng
venganza;venganz
vengar;veng
vengarse;veng
vengas;veng
vengo;veng
venid;ven
venido;ven
venimos;ven
venir;ven
venta;vent
ventaja;ventaj
ventajas;ventaj
ventana;ventan
ventanas;ventan
ventas;vent
ventilación;ventil
venía;ven
venían;ven
vera;ver
verano;veran
veras;ver
verdad;verd
verdadera;verdader
verdaderamente;verdader
verdadero;verdader
verdaderos;verdader
verde;verd
verdes;verd
verduras;verdur
veredicto;veredict
veremos;ver
verga;verg
vergonzoso;vergonz
vergüenza;vergüenz
verifica;verif
verificar;verific
verla;verl
verlas;verl
verle;verl
verlo;verl
verlos;verl
verme;verm
vernos;vern
verse;vers
versión;version
verte;vert
verá;ver
verán;veran
verás;veras
veré;ver
vería;ver
verónica;veron
vestida;vest
vestido;vest
vestidos;vest
vestir;vest
vestirme;vest
vestuario;vestuari
vestíbulo;vestibul
vete;vet
veteranos;veteran
veterinario;veterinari
veía;vei
viaja;viaj
viajado;viaj
viajan;viaj
viajando;viaj
viajar;viaj
viaje;viaj
viajes;viaj
vicepresidente;vicepresident
victima;victim
victimas;victim
victoria;victori
victorias;victori
vida;vid
vidas;vid
video;vide
videos;vide
vidrio;vidri
vieja;viej
viejas;viej
viejo;viej
viejos;viej
viena;vien
viendo;viend
viene;vien
vienen;vien
vienes;vien
viento;vient
vientos;vient
vientre;vientr
viera;vier
vieran;vier
vieras;vier
viernes;viern
